;abstract_lemma;abstract_pos
60015197;[('patient', 40607), ('study', 28189), ('use', 26739), ('result', 26018), ('cell', 21910), ('show', 19262), ('high', 17945), ('model', 16704), ('present', 15097), ('data', 14973), ('significant', 14673), ('group', 14057), ('analysis', 14031), ('find', 13837), ('method', 13619), ('different', 13424), ('increase', 12990), ('effect', 12812), ('level', 12131), ('treatment', 11392), ('control', 10814), ('case', 10780), ('low', 10561), ('system', 10332), ('clinic', 9896), ('disease', 9884), ('time', 9806), ('test', 9710), ('compare', 9239), ('year', 9070)];[(('patients', 'NNS'), 36863), (('results', 'NNS'), 21320), (('study', 'NN'), 14572), (('data', 'NNS'), 14157), (('different', 'JJ'), 13120), (('analysis', 'NN'), 11531), (('cells', 'NNS'), 11391), (('using', 'VBG'), 11125), (('treatment', 'NN'), 10126), (('model', 'NN'), 10043), (('group', 'NN'), 9377), (('clinical', 'JJ'), 9302), (('may', 'MD'), 8772), (('compared', 'VBN'), 8375), (('methods', 'NNS'), 8124), (('significant', 'JJ'), 8015), (('used', 'VBN'), 7949), (('high', 'JJ'), 7714), (('time', 'NN'), 7592), (('showed', 'VBD'), 7493), (('new', 'JJ'), 7339), (('levels', 'NNS'), 7228), (('system', 'NN'), 7013), (('cell', 'NN'), 6987), (('based', 'VBN'), 6945), (('years', 'NNS'), 6833), (('associated', 'VBN'), 6772), (('found', 'VBD'), 6758), (('activity', 'NN'), 6714), (('authors', 'NNS'), 6689)]
60015300;[('patient', 31397), ('study', 15746), ('result', 14181), ('use', 12806), ('cell', 11544), ('high', 10031), ('show', 9548), ('significant', 8446), ('treatment', 8260), ('method', 8158), ('group', 7931), ('analysis', 7773), ('increase', 7714), ('model', 7275), ('disease', 7113), ('clinic', 6764), ('present', 6636), ('find', 6549), ('case', 6534), ('different', 6495), ('level', 6391), ('data', 6320), ('effect', 6228), ('test', 5971), ('year', 5687), ('risk', 5680), ('conclusion', 5671), ('associate', 5668), ('control', 5657), ('low', 5576)];[(('patients', 'NNS'), 29058), (('results', 'NNS'), 11990), (('study', 'NN'), 9217), (('treatment', 'NN'), 7484), (('analysis', 'NN'), 6455), (('clinical', 'JJ'), 6367), (('different', 'JJ'), 6359), (('cells', 'NNS'), 6164), (('data', 'NNS'), 5880), (('methods', 'NNS'), 5706), (('group', 'NN'), 5321), (('compared', 'VBN'), 5038), (('using', 'VBG'), 4989), (('risk', 'NN'), 4976), (('may', 'MD'), 4966), (('associated', 'VBN'), 4805), (('disease', 'NN'), 4558), (('time', 'NN'), 4436), (('significant', 'JJ'), 4356), (('levels', 'NNS'), 4314), (('showed', 'VBD'), 4170), (('years', 'NNS'), 4125), (('significantly', 'RB'), 4090), (('model', 'NN'), 3991), (('high', 'JJ'), 3978), (('cases', 'NNS'), 3976), (('cell', 'NN'), 3758), (('used', 'VBN'), 3751), (('age', 'NN'), 3713), (('higher', 'JJR'), 3611)]
60015466;[('use', 966), ('model', 947), ('result', 793), ('analysis', 784), ('study', 748), ('city', 733), ('build', 698), ('paper', 667), ('structure', 579), ('present', 527), ('different', 524), ('system', 463), ('approach', 422), ('design', 418), ('show', 407), ('method', 406), ('base', 403), ('energy', 397), ('process', 382), ('data', 381), ('case', 376), ('area', 361), ('test', 357), ('research', 353), ('space', 344), ('new', 335), ('environment', 334), ('propose', 333), ('elsevier', 320), ('time', 313)];[(('results', 'NNS'), 673), (('paper', 'NN'), 652), (('analysis', 'NN'), 591), (('different', 'JJ'), 517), (('model', 'NN'), 494), (('urban', 'JJ'), 414), (('study', 'NN'), 408), (('energy', 'NN'), 394), (('data', 'NNS'), 358), (('based', 'VBN'), 355), (('research', 'NN'), 341), (('new', 'JJ'), 335), (('used', 'VBN'), 316), (('design', 'NN'), 303), (('approach', 'NN'), 301), (('case', 'NN'), 298), (('system', 'NN'), 278), (('buildings', 'NNS'), 278), (('using', 'VBG'), 265), (('structural', 'JJ'), 263), (('models', 'NNS'), 261), (('masonry', 'NN'), 259), (('time', 'NN'), 246), (('order', 'NN'), 224), (('local', 'JJ'), 223), (('experimental', 'JJ'), 219), (('authors', 'NNS'), 211), (('conditions', 'NNS'), 210), (('use', 'NN'), 208), (('building', 'NN'), 201)]
60015986;[('use', 16902), ('result', 14169), ('model', 13282), ('study', 12148), ('show', 11038), ('present', 9250), ('different', 8973), ('data', 8824), ('high', 8305), ('analysis', 8079), ('system', 7960), ('process', 7501), ('method', 7492), ('experiment', 7282), ('find', 7015), ('effect', 6832), ('time', 6220), ('structure', 5989), ('propose', 5975), ('approach', 5910), ('base', 5867), ('paper', 5803), ('test', 5685), ('increase', 5466), ('provide', 5409), ('energy', 5220), ('investigate', 4985), ('obtain', 4923), ('property', 4763), ('author', 4626)];[(('results', 'NNS'), 11353), (('different', 'JJ'), 8791), (('data', 'NNS'), 8388), (('model', 'NN'), 7540), (('using', 'VBG'), 7522), (('analysis', 'NN'), 6421), (('study', 'NN'), 5946), (('paper', 'NN'), 5676), (('based', 'VBN'), 5455), (('time', 'NN'), 4986), (('system', 'NN'), 4851), (('energy', 'NN'), 4733), (('used', 'VBN'), 4658), (('new', 'JJ'), 4535), (('properties', 'NNS'), 4383), (('approach', 'NN'), 4214), (('authors', 'NNS'), 4172), (('high', 'JJ'), 4086), (('order', 'NN'), 3850), (('present', 'JJ'), 3795), (('information', 'NN'), 3608), (('method', 'NN'), 3604), (('effect', 'NN'), 3550), (('models', 'NNS'), 3363), (('effects', 'NNS'), 3279), (('process', 'NN'), 3248), (('compared', 'VBN'), 3229), (('well', 'RB'), 3225), (('experimental', 'JJ'), 3202), (('society', 'NN'), 3193)]
60016269;[('language', 74), ('italian', 41), ('present', 25), ('greek', 24), ('study', 22), ('analysis', 22), ('speaker', 21), ('translation', 18), ('word', 17), ('group', 16), ('different', 15), ('character', 15), ('subject', 14), ('focus', 14), ('show', 13), ('paper', 13), ('result', 13), ('research', 13), ('combination', 13), ('new', 13), ('school', 13), ('italy', 12), ('aim', 12), ('model', 12), ('right', 12), ('bilingual', 12), ('de', 11), ('work', 11), ('student', 11), ('dub', 11)];[(('language', 'NN'), 46), (('italian', 'JJ'), 40), (('greek', 'JJ'), 22), (('speakers', 'NNS'), 21), (('analysis', 'NN'), 18), (('character', 'NN'), 15), (('different', 'JJ'), 14), (('paper', 'NN'), 13), (('research', 'NN'), 13), (('new', 'JJ'), 13), (('presented', 'VBN'), 13), (('subject', 'JJ'), 12), (('translation', 'NN'), 12), (('study', 'NN'), 11), (('students', 'NNS'), 11), (('linguistic', 'JJ'), 11), (('results', 'NNS'), 11), (('combinations', 'NNS'), 11), (('languages', 'NNS'), 11), (('rights', 'NNS'), 10), (('film', 'NN'), 10), (('article', 'NN'), 9), (('french', 'JJ'), 9), (('groups', 'NNS'), 9), (('bilinguals', 'NNS'), 9), (('de', 'IN'), 8), (('crosslinguistic', 'JJ'), 8), (('lexical', 'JJ'), 8), (('original', 'JJ'), 8), (('models', 'NNS'), 8)]
60016374;[('study', 1026), ('paper', 893), ('model', 888), ('use', 846), ('find', 811), ('result', 738), ('show', 731), ('economy', 689), ('effect', 667), ('policy', 655), ('firm', 654), ('market', 650), ('research', 634), ('new', 597), ('different', 565), ('analysis', 562), ('process', 526), ('article', 525), ('strategy', 508), ('country', 505), ('author', 500), ('provide', 499), ('finance', 483), ('data', 481), ('european', 474), ('social', 472), ('time', 459), ('high', 456), ('approach', 446), ('organization', 432)];[(('paper', 'NN'), 866), (('research', 'NN'), 625), (('new', 'JJ'), 596), (('results', 'NNS'), 550), (('different', 'JJ'), 544), (('study', 'NN'), 529), (('model', 'NN'), 523), (('article', 'NN'), 507), (('firms', 'NNS'), 498), (('economic', 'JJ'), 477), (('policy', 'NN'), 474), (('european', 'JJ'), 464), (('social', 'JJ'), 462), (('data', 'NNS'), 450), (('analysis', 'NN'), 440), (('authors', 'NNS'), 428), (('time', 'NN'), 411), (('italian', 'JJ'), 398), (('role', 'NN'), 397), (('countries', 'NNS'), 393), (('market', 'NN'), 393), (('political', 'JJ'), 377), (('findings', 'NNS'), 366), (('based', 'VBN'), 360), (('performance', 'NN'), 351), (('information', 'NN'), 348), (('using', 'VBG'), 347), (('effect', 'NN'), 339), (('effects', 'NNS'), 328), (('public', 'JJ'), 327)]
60017293;[('patient', 66451), ('study', 58452), ('use', 55912), ('result', 53661), ('show', 41947), ('cell', 40688), ('high', 39944), ('model', 36020), ('analysis', 32675), ('significant', 29465), ('data', 29367), ('group', 29155), ('effect', 29013), ('increase', 28709), ('present', 28356), ('different', 28055), ('find', 26847), ('method', 26286), ('level', 24644), ('system', 24643), ('treatment', 21674), ('low', 21216), ('control', 21189), ('structure', 20980), ('test', 20978), ('case', 20793), ('activity', 19902), ('time', 19422), ('compare', 18530), ('experiment', 18491)];[(('patients', 'NNS'), 60703), (('results', 'NNS'), 44210), (('study', 'NN'), 31423), (('data', 'NNS'), 27728), (('different', 'JJ'), 27450), (('analysis', 'NN'), 26477), (('using', 'VBG'), 22915), (('model', 'NN'), 21235), (('cells', 'NNS'), 20776), (('group', 'NN'), 19484), (('treatment', 'NN'), 19109), (('high', 'JJ'), 16849), (('compared', 'VBN'), 16753), (('used', 'VBN'), 16613), (('activity', 'NN'), 16613), (('showed', 'VBD'), 16394), (('new', 'JJ'), 16377), (('system', 'NN'), 15962), (('significant', 'JJ'), 15848), (('time', 'NN'), 15493), (('may', 'MD'), 15387), (('methods', 'NNS'), 15331), (('levels', 'NNS'), 15125), (('effects', 'NNS'), 14938), (('based', 'VBN'), 14710), (('authors', 'NNS'), 14199), (('effect', 'NN'), 14027), (('paper', 'NN'), 13975), (('clinical', 'JJ'), 13797), (('significantly', 'RB'), 13617)]
60017697;[('patient', 31812), ('study', 26467), ('use', 24465), ('result', 23430), ('show', 18566), ('high', 17198), ('cell', 14472), ('analysis', 13534), ('group', 13376), ('model', 13322), ('different', 12980), ('significant', 12854), ('increase', 12356), ('effect', 11933), ('method', 11648), ('find', 11501), ('system', 11371), ('data', 11213), ('present', 11049), ('treatment', 9829), ('level', 9766), ('low', 9251), ('case', 9197), ('time', 8924), ('test', 8686), ('obtain', 8398), ('control', 8310), ('disease', 8270), ('aim', 8145), ('investigate', 8042)];[(('patients', 'NNS'), 29327), (('results', 'NNS'), 19511), (('study', 'NN'), 14461), (('different', 'JJ'), 12718), (('analysis', 'NN'), 11128), (('data', 'NNS'), 10567), (('using', 'VBG'), 9523), (('group', 'NN'), 8790), (('treatment', 'NN'), 8674), (('model', 'NN'), 7912), (('cells', 'NNS'), 7767), (('showed', 'VBD'), 7707), (('significant', 'JJ'), 7314), (('used', 'VBN'), 7302), (('system', 'NN'), 7274), (('high', 'JJ'), 7189), (('time', 'NN'), 7147), (('may', 'MD'), 7032), (('methods', 'NNS'), 6898), (('new', 'JJ'), 6479), (('compared', 'VBN'), 6320), (('effects', 'NNS'), 6298), (('clinical', 'JJ'), 6117), (('levels', 'NNS'), 6111), (('years', 'NNS'), 6089), (('paper', 'NN'), 5941), (('activity', 'NN'), 5870), (('higher', 'JJR'), 5743), (('authors', 'NNS'), 5679), (('based', 'VBN'), 5642)]
60018048;[('study', 2057), ('±', 1556), ('use', 1457), ('result', 1454), ('group', 1401), ('show', 1197), ('train', 1187), ('significant', 1142), ('effect', 1134), ('exercise', 1095), ('high', 1093), ('activity', 1068), ('test', 1061), ('muscle', 983), ('level', 965), ('cell', 946), ('increase', 945), ('athlete', 928), ('time', 923), ('aim', 877), ('patient', 872), ('method', 860), ('physical', 860), ('performance', 853), ('age', 844), ('control', 825), ('difference', 801), ('different', 768), ('find', 762), ('analysis', 735)];[(('study', 'NN'), 1377), (('results', 'NNS'), 1282), (('±', 'NNP'), 923), (('group', 'NN'), 898), (('exercise', 'NN'), 858), (('activity', 'NN'), 848), (('physical', 'JJ'), 818), (('patients', 'NNS'), 796), (('showed', 'VBD'), 786), (('performance', 'NN'), 746), (('different', 'JJ'), 738), (('time', 'NN'), 705), (('athletes', 'NNS'), 703), (('effects', 'NNS'), 645), (('significant', 'JJ'), 632), (('training', 'NN'), 632), (('methods', 'NNS'), 626), (('analysis', 'NN'), 615), (('age', 'NN'), 603), (('differences', 'NNS'), 593), (('subjects', 'NNS'), 570), (('muscle', 'NN'), 568), (('years', 'NNS'), 568), (('using', 'VBG'), 552), (('data', 'NNS'), 540), (('test', 'NN'), 523), (('motor', 'NN'), 516), (('control', 'NN'), 512), (('significantly', 'RB'), 510), (('compared', 'VBN'), 508)]
60018363;[('use', 19549), ('result', 16939), ('study', 16825), ('patient', 15650), ('model', 13359), ('show', 12483), ('data', 11891), ('high', 11656), ('present', 10773), ('cell', 10229), ('find', 9720), ('analysis', 9396), ('different', 9346), ('method', 8513), ('group', 8370), ('effect', 8107), ('system', 7732), ('significant', 7674), ('structure', 7431), ('increase', 6883), ('low', 6772), ('experiment', 6577), ('level', 6510), ('case', 6498), ('time', 6449), ('obtain', 6370), ('observe', 6237), ('test', 6212), ('energy', 6032), ('measure', 5966)];[(('patients', 'NNS'), 14195), (('results', 'NNS'), 13684), (('data', 'NNS'), 11285), (('different', 'JJ'), 9180), (('using', 'VBG'), 8861), (('study', 'NN'), 8506), (('analysis', 'NN'), 7756), (('model', 'NN'), 7619), (('new', 'JJ'), 5580), (('high', 'JJ'), 5537), (('used', 'VBN'), 5418), (('group', 'NN'), 5344), (('cells', 'NNS'), 5109), (('time', 'NN'), 5099), (('based', 'VBN'), 5087), (('society', 'NN'), 5081), (('present', 'JJ'), 5030), (('energy', 'NN'), 4929), (('system', 'NN'), 4746), (('methods', 'NNS'), 4676), (('may', 'MD'), 4653), (('compared', 'VBN'), 4628), (('significant', 'JJ'), 4358), (('found', 'VBD'), 4344), (('mass', 'NN'), 4334), (('effects', 'NNS'), 4281), (('observed', 'VBD'), 4221), (('treatment', 'NN'), 4177), (('activity', 'NN'), 4164), (('authors', 'NNS'), 4163)]
60018783;[('patient', 15730), ('use', 13525), ('study', 13378), ('result', 12964), ('show', 10272), ('model', 9870), ('cell', 8963), ('high', 8019), ('system', 7447), ('method', 7279), ('present', 6974), ('analysis', 6768), ('group', 6507), ('effect', 6312), ('significant', 6262), ('increase', 6211), ('different', 6209), ('data', 6189), ('find', 5882), ('time', 5486), ('treatment', 5397), ('case', 5098), ('level', 5085), ('test', 4768), ('low', 4754), ('control', 4611), ('structure', 4570), ('obtain', 4422), ('experiment', 4373), ('evaluate', 4333)];[(('patients', 'NNS'), 14385), (('results', 'NNS'), 10739), (('study', 'NN'), 7422), (('different', 'JJ'), 6095), (('data', 'NNS'), 5818), (('analysis', 'NN'), 5698), (('model', 'NN'), 5669), (('using', 'VBG'), 5508), (('treatment', 'NN'), 4785), (('cells', 'NNS'), 4705), (('system', 'NN'), 4603), (('time', 'NN'), 4592), (('group', 'NN'), 4466), (('paper', 'NN'), 4065), (('used', 'VBN'), 3974), (('methods', 'NNS'), 3867), (('clinical', 'JJ'), 3690), (('compared', 'VBN'), 3645), (('high', 'JJ'), 3614), (('based', 'VBN'), 3553), (('new', 'JJ'), 3523), (('may', 'MD'), 3519), (('significant', 'JJ'), 3504), (('showed', 'VBD'), 3332), (('effects', 'NNS'), 3327), (('present', 'JJ'), 3207), (('activity', 'NN'), 3101), (('levels', 'NNS'), 3044), (('conditions', 'NNS'), 2999), (('effect', 'NN'), 2968)]
60019089;[('study', 2357), ('use', 2024), ('cell', 1809), ('show', 1733), ('result', 1712), ('high', 1699), ('sample', 1402), ('different', 1269), ('find', 1240), ('analysis', 1188), ('effect', 1177), ('increase', 1123), ('significant', 1099), ('group', 1007), ('activity', 980), ('present', 966), ('level', 922), ('concentration', 880), ('acid', 828), ('method', 827), ('evaluate', 807), ('low', 800), ('data', 786), ('dog', 783), ('control', 780), ('investigate', 762), ('treatment', 759), ('animal', 744), ('test', 729), ('strain', 728)];[(('study', 'NN'), 1406), (('results', 'NNS'), 1303), (('different', 'JJ'), 1242), (('samples', 'NNS'), 1040), (('cells', 'NNS'), 1034), (('analysis', 'NN'), 998), (('showed', 'VBD'), 993), (('activity', 'NN'), 846), (('using', 'VBG'), 807), (('data', 'NNS'), 749), (('effect', 'NN'), 644), (('species', 'NNS'), 623), (('levels', 'NNS'), 623), (('dogs', 'NNS'), 618), (('used', 'VBN'), 614), (('compared', 'VBN'), 607), (('group', 'NN'), 606), (('authors', 'NNS'), 603), (('role', 'NN'), 598), (('significant', 'JJ'), 592), (('high', 'JJ'), 585), (('may', 'MD'), 577), (('treatment', 'NN'), 576), (('higher', 'JJR'), 573), (('present', 'JJ'), 567), (('food', 'NN'), 563), (('found', 'VBD'), 555), (('expression', 'NN'), 539), (('effects', 'NNS'), 531), (('human', 'JJ'), 530)]
60020167;[('use', 3882), ('result', 3166), ('study', 2899), ('model', 2679), ('high', 2513), ('show', 2389), ('different', 2222), ('system', 2126), ('analysis', 2032), ('paper', 1864), ('propose', 1854), ('soil', 1810), ('present', 1805), ('effect', 1762), ('increase', 1662), ('method', 1608), ('data', 1568), ('cell', 1557), ('approach', 1490), ('obtain', 1421), ('base', 1382), ('test', 1370), ('time', 1262), ('area', 1257), ('solution', 1253), ('significant', 1247), ('process', 1241), ('activity', 1234), ('low', 1232), ('condition', 1218)];[(('results', 'NNS'), 2543), (('different', 'JJ'), 2184), (('paper', 'NN'), 1837), (('analysis', 'NN'), 1665), (('model', 'NN'), 1539), (('study', 'NN'), 1527), (('data', 'NNS'), 1490), (('using', 'VBG'), 1452), (('system', 'NN'), 1328), (('soil', 'NN'), 1250), (('based', 'VBN'), 1243), (('used', 'VBN'), 1140), (('approach', 'NN'), 1108), (('time', 'NN'), 1078), (('high', 'JJ'), 1077), (('order', 'NN'), 1066), (('species', 'NNS'), 1060), (('new', 'JJ'), 1032), (('effects', 'NNS'), 1031), (('proposed', 'VBN'), 988), (('conditions', 'NNS'), 975), (('showed', 'VBD'), 952), (('activity', 'NN'), 922), (('compared', 'VBN'), 894), (('authors', 'NNS'), 861), (('parameters', 'NNS'), 804), (('energy', 'NN'), 798), (('systems', 'NNS'), 798), (('method', 'NN'), 791), (('problem', 'NN'), 782)]
60020261;[('use', 15057), ('model', 11000), ('result', 10518), ('study', 9706), ('show', 8804), ('data', 7354), ('high', 7214), ('system', 7139), ('present', 7058), ('different', 7023), ('analysis', 6870), ('cell', 6339), ('process', 5768), ('effect', 5653), ('structure', 5453), ('propose', 5421), ('method', 5399), ('membrane', 5198), ('paper', 5169), ('experiment', 5111), ('obtain', 5029), ('energy', 4860), ('find', 4850), ('base', 4773), ('increase', 4466), ('time', 4452), ('investigate', 4283), ('approach', 4282), ('new', 4265), ('test', 4236)];[(('results', 'NNS'), 8577), (('data', 'NNS'), 6978), (('different', 'JJ'), 6905), (('model', 'NN'), 6639), (('using', 'VBG'), 6557), (('analysis', 'NN'), 5552), (('paper', 'NN'), 5076), (('study', 'NN'), 4647), (('used', 'VBN'), 4637), (('system', 'NN'), 4455), (('energy', 'NN'), 4428), (('based', 'VBN'), 4318), (('new', 'JJ'), 4255), (('properties', 'NNS'), 3767), (('high', 'JJ'), 3564), (('time', 'NN'), 3530), (('order', 'NN'), 3432), (('approach', 'NN'), 3195), (('conditions', 'NNS'), 3133), (('process', 'NN'), 3110), (('cells', 'NNS'), 3108), (('activity', 'NN'), 3072), (('effects', 'NNS'), 3061), (('experimental', 'JJ'), 2995), (('authors', 'NNS'), 2924), (('proposed', 'VBN'), 2863), (('rights', 'NNS'), 2819), (('present', 'JJ'), 2784), (('water', 'NN'), 2709), (('production', 'NN'), 2687)]
60020919;[('use', 7986), ('result', 5728), ('study', 5210), ('model', 4848), ('data', 4692), ('show', 4348), ('high', 4144), ('analysis', 3918), ('different', 3593), ('present', 3409), ('system', 3061), ('decay', 2911), ('experiment', 2676), ('water', 2600), ('effect', 2594), ('production', 2579), ('level', 2519), ('obtain', 2501), ('structure', 2477), ('measure', 2469), ('energy', 2450), ('base', 2445), ('method', 2443), ('mass', 2441), ('find', 2408), ('time', 2400), ('observe', 2382), ('process', 2380), ('soil', 2325), ('area', 2257)];[(('results', 'NNS'), 4570), (('data', 'NNS'), 4507), (('using', 'VBG'), 3672), (('different', 'JJ'), 3538), (('analysis', 'NN'), 3143), (('model', 'NN'), 3043), (('production', 'NN'), 2568), (('study', 'NN'), 2498), (('used', 'VBN'), 2306), (('based', 'VBN'), 2240), (('water', 'NN'), 2096), (('energy', 'NN'), 2036), (('paper', 'NN'), 2006), (('new', 'JJ'), 1963), (('high', 'JJ'), 1934), (('authors', 'NNS'), 1887), (('system', 'NN'), 1886), (('time', 'NN'), 1848), (('soil', 'NN'), 1750), (('mass', 'NN'), 1735), (('order', 'NN'), 1641), (('observed', 'VBD'), 1634), (('conditions', 'NNS'), 1614), (('showed', 'VBD'), 1593), (('activity', 'NN'), 1523), (('compared', 'VBN'), 1520), (('significant', 'JJ'), 1420), (('level', 'NN'), 1406), (('found', 'VBD'), 1401), (('measurements', 'NNS'), 1372)]
60021859;[('patient', 51036), ('study', 46320), ('use', 43590), ('result', 41270), ('show', 32931), ('high', 30117), ('cell', 28022), ('model', 25127), ('analysis', 24072), ('group', 23520), ('data', 23098), ('significant', 22504), ('present', 22335), ('different', 22203), ('method', 22067), ('increase', 21734), ('find', 21126), ('effect', 20694), ('system', 18228), ('low', 17297), ('level', 16814), ('time', 16179), ('structure', 16176), ('treatment', 16078), ('test', 15611), ('case', 15473), ('year', 14494), ('control', 14320), ('activity', 13926), ('investigate', 13792)];[(('patients', 'NNS'), 46644), (('results', 'NNS'), 33890), (('study', 'NN'), 24189), (('data', 'NNS'), 21744), (('different', 'JJ'), 21713), (('analysis', 'NN'), 19570), (('using', 'VBG'), 17398), (('group', 'NN'), 15945), (('cells', 'NNS'), 14860), (('model', 'NN'), 14434), (('treatment', 'NN'), 14164), (('new', 'JJ'), 13544), (('methods', 'NNS'), 13184), (('time', 'NN'), 13056), (('used', 'VBN'), 12869), (('may', 'MD'), 12802), (('high', 'JJ'), 12768), (('showed', 'VBD'), 12731), (('significant', 'JJ'), 12112), (('compared', 'VBN'), 12098), (('clinical', 'JJ'), 12050), (('system', 'NN'), 11815), (('activity', 'NN'), 11598), (('years', 'NNS'), 10994), (('present', 'JJ'), 10891), (('associated', 'VBN'), 10861), (('based', 'VBN'), 10762), (('effects', 'NNS'), 10556), (('significantly', 'RB'), 10392), (('found', 'VBD'), 10275)]
60022778;[('patient', 34730), ('study', 29360), ('use', 26124), ('result', 24386), ('high', 19323), ('show', 18856), ('cell', 16248), ('group', 15580), ('data', 14196), ('analysis', 14179), ('significant', 14053), ('find', 13776), ('increase', 13311), ('present', 12377), ('level', 12369), ('different', 12215), ('method', 12166), ('effect', 11943), ('treatment', 11459), ('model', 10545), ('disease', 10245), ('case', 10187), ('low', 10053), ('control', 9232), ('activity', 9200), ('time', 9152), ('sample', 9114), ('test', 8977), ('year', 8797), ('system', 8786)];[(('patients', 'NNS'), 31717), (('results', 'NNS'), 20092), (('study', 'NN'), 16357), (('data', 'NNS'), 13377), (('different', 'JJ'), 11921), (('analysis', 'NN'), 11432), (('using', 'VBG'), 10720), (('group', 'NN'), 10427), (('treatment', 'NN'), 9856), (('showed', 'VBD'), 8721), (('cells', 'NNS'), 8378), (('may', 'MD'), 8142), (('clinical', 'JJ'), 7852), (('compared', 'VBN'), 7815), (('high', 'JJ'), 7637), (('used', 'VBN'), 7622), (('methods', 'NNS'), 7611), (('activity', 'NN'), 7507), (('significant', 'JJ'), 7478), (('time', 'NN'), 7392), (('levels', 'NNS'), 7357), (('new', 'JJ'), 7025), (('authors', 'NNS'), 6971), (('found', 'VBD'), 6737), (('significantly', 'RB'), 6575), (('years', 'NNS'), 6574), (('disease', 'NN'), 6446), (('higher', 'JJR'), 6444), (('associated', 'VBN'), 6353), (('model', 'NN'), 6350)]
60022956;[('patient', 11948), ('study', 7692), ('result', 6139), ('use', 5879), ('high', 4999), ('group', 4400), ('show', 4240), ('significant', 4232), ('cell', 4082), ('increase', 3765), ('analysis', 3308), ('level', 3294), ('method', 3283), ('treatment', 3281), ('find', 3116), ('effect', 2907), ('different', 2793), ('aim', 2736), ('low', 2733), ('conclusion', 2656), ('disease', 2616), ('evaluate', 2591), ('compare', 2587), ('clinic', 2568), ('year', 2455), ('sample', 2435), ('±', 2435), ('control', 2428), ('case', 2403), ('present', 2334)];[(('patients', 'NNS'), 10962), (('results', 'NNS'), 5172), (('study', 'NN'), 4609), (('group', 'NN'), 2950), (('treatment', 'NN'), 2808), (('analysis', 'NN'), 2738), (('different', 'JJ'), 2730), (('showed', 'VBD'), 2529), (('methods', 'NNS'), 2402), (('compared', 'VBN'), 2397), (('clinical', 'JJ'), 2392), (('significant', 'JJ'), 2356), (('using', 'VBG'), 2193), (('levels', 'NNS'), 2193), (('may', 'MD'), 2190), (('data', 'NNS'), 2151), (('higher', 'JJR'), 2135), (('cells', 'NNS'), 2022), (('risk', 'NN'), 1888), (('associated', 'VBN'), 1881), (('significantly', 'RB'), 1876), (('years', 'NNS'), 1828), (('time', 'NN'), 1793), (('used', 'VBN'), 1768), (('age', 'NN'), 1733), (('disease', 'NN'), 1691), (('expression', 'NN'), 1684), (('high', 'JJ'), 1662), (('authors', 'NNS'), 1659), (('samples', 'NNS'), 1573)]
60023256;[('model', 35860), ('use', 31432), ('result', 26043), ('system', 23295), ('study', 20107), ('show', 18649), ('different', 18150), ('present', 17218), ('analysis', 16954), ('method', 16754), ('paper', 16489), ('high', 15793), ('propose', 15510), ('data', 14865), ('approach', 14769), ('process', 14751), ('base', 14496), ('design', 13619), ('experiment', 13564), ('structure', 13290), ('test', 13105), ('time', 12205), ('provide', 11240), ('condition', 11225), ('obtain', 11050), ('effect', 10819), ('energy', 10705), ('performance', 10583), ('control', 10374), ('problem', 10098)];[(('results', 'NNS'), 21041), (('model', 'NN'), 20458), (('different', 'JJ'), 17889), (('paper', 'NN'), 16173), (('system', 'NN'), 14506), (('data', 'NNS'), 14106), (('analysis', 'NN'), 13844), (('based', 'VBN'), 13465), (('using', 'VBG'), 11688), (('approach', 'NN'), 10727), (('study', 'NN'), 10135), (('time', 'NN'), 10119), (('energy', 'NN'), 10103), (('used', 'VBN'), 9961), (('new', 'JJ'), 9722), (('design', 'NN'), 9393), (('conditions', 'NNS'), 8915), (('experimental', 'JJ'), 8829), (('systems', 'NNS'), 8789), (('performance', 'NN'), 8766), (('process', 'NN'), 8606), (('high', 'JJ'), 8568), (('method', 'NN'), 8520), (('models', 'NNS'), 8208), (('proposed', 'VBN'), 7955), (('order', 'NN'), 7745), (('control', 'NN'), 7576), (('properties', 'NNS'), 7469), (('parameters', 'NNS'), 7240), (('case', 'NN'), 7012)]
