;title_lemma;title_pos
60011576;[('study', 2471), ('effect', 2039), ('patient', 1942), ('di', 1625), ('analysis', 1157), ('cell', 1087), ('disease', 1044), ('model', 1015), ('treatment', 967), ('case', 944), ('system', 887), ('use', 861), ('new', 853), ('activity', 834), ('complex', 816), ('structure', 802), ('clinic', 771), ('evaluation', 770), ('italy', 756), ('water', 738), ('italian', 733), ('solution', 711), ('property', 698), ('synthesis', 655), ('human', 628), ('cancer', 622), ('del', 616), ('role', 611), ('approach', 603), ('della', 585)];[(('study', 'NN'), 2027), (('patients', 'NNS'), 1734), (('di', 'NN'), 1255), (('effects', 'NNS'), 1163), (('analysis', 'NN'), 1079), (('treatment', 'NN'), 930), (('effect', 'NN'), 876), (('new', 'JJ'), 846), (('case', 'NN'), 793), (('clinical', 'JJ'), 750), (('evaluation', 'NN'), 739), (('disease', 'NN'), 729), (('italian', 'JJ'), 724), (('activity', 'NN'), 718), (('properties', 'NNS'), 686), (('model', 'NN'), 609), (('role', 'NN'), 598), (('synthesis', 'NN'), 579), (('della', 'NN'), 566), (('human', 'JJ'), 564), (('different', 'JJ'), 544), (('characterization', 'NN'), 542), (('cells', 'NNS'), 534), (('cancer', 'NN'), 530), (('approach', 'NN'), 524), (('del', 'NN'), 505), (('system', 'NN'), 504), (('complexes', 'NNS'), 498), (('using', 'VBG'), 488), (('italy', 'NN'), 427)]
60012162;[('model', 3164), ('analysis', 2623), ('system', 2224), ('use', 1452), ('effect', 1334), ('design', 1303), ('approach', 1293), ('study', 1202), ('application', 1172), ('network', 1158), ('structure', 1149), ('method', 1023), ('property', 995), ('energy', 995), ('dynamic', 983), ('base', 966), ('experiment', 899), ('surface', 883), ('control', 831), ('process', 827), ('performance', 801), ('cell', 788), ('new', 762), ('assessment', 731), ('evaluation', 721), ('composite', 713), ('simulation', 654), ('test', 641), ('characterization', 640), ('thermal', 632)];[(('analysis', 'NN'), 2471), (('model', 'NN'), 1312), (('systems', 'NNS'), 1295), (('design', 'NN'), 1168), (('approach', 'NN'), 1132), (('using', 'VBG'), 1109), (('energy', 'NN'), 979), (('properties', 'NNS'), 968), (('study', 'NN'), 968), (('system', 'NN'), 929), (('based', 'VBN'), 905), (('new', 'JJ'), 762), (('performance', 'NN'), 727), (('effect', 'NN'), 705), (('method', 'NN'), 698), (('networks', 'NNS'), 692), (('models', 'NNS'), 685), (('evaluation', 'NN'), 673), (('control', 'NN'), 663), (('experimental', 'JJ'), 657), (('surface', 'NN'), 653), (('characterization', 'NN'), 629), (('effects', 'NNS'), 629), (('applications', 'NNS'), 595), (('thermal', 'JJ'), 569), (('magnetic', 'JJ'), 539), (('application', 'NN'), 528), (('power', 'NN'), 528), (('dynamics', 'NNS'), 521), (('modeling', 'VBG'), 514)]
60012227;[('model', 1226), ('theory', 769), ('quantum', 673), ('galaxy', 650), ('system', 549), ('structure', 511), ('dynamic', 490), ('field', 474), ('surface', 417), ('effect', 416), ('equation', 411), ('atlas', 389), ('study', 381), ('solution', 376), ('property', 370), ('problem', 347), ('detector', 342), ('state', 334), ('tev', 330), ('phase', 326), ('matter', 324), ('function', 323), ('spectrum', 312), ('result', 308), ('dark', 308), ('molecule', 301), ('collision', 299), ('neutrino', 297), ('cluster', 286), ('space', 274)];[(('model', 'NN'), 735), (('theory', 'NN'), 487), (('dynamics', 'NNS'), 442), (('quantum', 'NN'), 394), (('systems', 'NNS'), 389), (('properties', 'NNS'), 356), (('field', 'NN'), 354), (('models', 'NNS'), 345), (('detector', 'NN'), 334), (('atlas', 'NNS'), 313), (('matter', 'NN'), 311), (('galaxies', 'NNS'), 292), (('solutions', 'NNS'), 285), (('structure', 'NN'), 281), (('collisions', 'NNS'), 277), (('study', 'NN'), 275), (('results', 'NNS'), 269), (('equations', 'NNS'), 255), (('effects', 'NNS'), 254), (('phase', 'NN'), 236), (('molecular', 'JJ'), 230), (('theories', 'NNS'), 229), (('energy', 'NN'), 227), (('approach', 'NN'), 223), (('dark', 'JJ'), 220), (('using', 'VBG'), 211), (('black', 'JJ'), 210), (('states', 'NNS'), 205), (('evolution', 'NN'), 195), (('analysis', 'NN'), 194)]
60012259;[('study', 7135), ('patient', 5220), ('cell', 4617), ('di', 4385), ('effect', 3553), ('cancer', 3527), ('analysis', 3062), ('italy', 2636), ('treatment', 2537), ('italian', 2457), ('use', 2437), ('human', 2333), ('model', 2324), ('case', 2306), ('new', 2218), ('disease', 2132), ('clinic', 2025), ('system', 1818), ('structure', 1679), ('del', 1661), ('measurement', 1647), ('role', 1643), ('la', 1604), ('della', 1566), ('factor', 1510), ('result', 1470), ('activity', 1455), ('risk', 1344), ('production', 1342), ('approach', 1322)];[(('study', 'NN'), 6043), (('patients', 'NNS'), 4742), (('di', 'NN'), 3356), (('cancer', 'NN'), 3250), (('analysis', 'NN'), 2845), (('italian', 'JJ'), 2427), (('treatment', 'NN'), 2382), (('new', 'JJ'), 2217), (('human', 'JJ'), 2147), (('cells', 'NNS'), 2143), (('clinical', 'JJ'), 1986), (('cell', 'NN'), 1883), (('effects', 'NNS'), 1792), (('effect', 'NN'), 1759), (('italy', 'NN'), 1723), (('case', 'NN'), 1703), (('role', 'NN'), 1590), (('della', 'NN'), 1526), (('disease', 'NN'), 1425), (('results', 'NNS'), 1408), (('using', 'VBG'), 1385), (('production', 'NN'), 1339), (('del', 'NN'), 1295), (('activity', 'NN'), 1282), (('growth', 'NN'), 1264), (('model', 'NN'), 1252), (('evaluation', 'NN'), 1227), (('risk', 'NN'), 1183), (('collisions', 'NNS'), 1152), (('different', 'JJ'), 1127)]
60012280;[('among', 21), ('di', 19), ('psychological', 16), ('study', 15), ('catholic', 15), ('italy', 14), ('priest', 14), ('de', 13), ('religious', 12), ('italian', 12), ('un', 11), ('burnout', 9), ('della', 8), ('del', 7), ('la', 6), ('il', 6), ('life', 6), ('case', 6), ('covid', 6), ('art', 6), ('inventory', 5), ('education', 5), ('social', 5), ('wellbeing', 5), ('attitude', 5), ('sister', 5), ('workrelated', 5), ('health', 5), ('francis', 5), ('science', 5)];[(('among', 'IN'), 21), (('psychological', 'JJ'), 16), (('catholic', 'JJ'), 14), (('priests', 'NNS'), 13), (('di', 'NN'), 12), (('religious', 'JJ'), 12), (('study', 'NN'), 11), (('de', 'IN'), 10), (('un', 'JJ'), 10), (('italy', 'VBP'), 10), (('italian', 'JJ'), 10), (('della', 'NN'), 8), (('life', 'NN'), 6), (('case', 'NN'), 6), (('art', 'NN'), 6), (('inventory', 'NN'), 5), (('social', 'JJ'), 5), (('burnout', 'IN'), 5), (('sisters', 'NNS'), 5), (('health', 'NN'), 5), (('del', 'NN'), 5), (('la', 'FW'), 4), (('di', 'FW'), 4), (('education', 'NN'), 4), (('wellbeing', 'VBG'), 4), (('caso', 'NN'), 4), (('burnout', 'NN'), 4), (('il', 'NN'), 4), (('attitude', 'NN'), 4), (('factor', 'NN'), 4)]
60012306;[('study', 3142), ('patient', 2113), ('cell', 1513), ('model', 1494), ('analysis', 1405), ('effect', 1331), ('use', 1170), ('cancer', 1057), ('collision', 1033), ('italian', 1023), ('disease', 925), ('italy', 924), ('measurement', 908), ('new', 869), ('risk', 868), ('tev', 845), ('search', 842), ('system', 767), ('case', 761), ('structure', 748), ('role', 739), ('decay', 733), ('production', 697), ('treatment', 688), ('data', 662), ('clinic', 651), ('acute', 648), ('di', 628), ('property', 605), ('approach', 602)];[(('study', 'NN'), 2656), (('patients', 'NNS'), 1926), (('analysis', 'NN'), 1303), (('italian', 'JJ'), 1003), (('collisions', 'NNS'), 1003), (('cancer', 'NN'), 987), (('new', 'JJ'), 869), (('effects', 'NNS'), 797), (('using', 'VBG'), 778), (('risk', 'NN'), 762), (('search', 'NN'), 746), (('cells', 'NNS'), 730), (('model', 'NN'), 719), (('role', 'NN'), 712), (('production', 'NN'), 692), (('case', 'NN'), 677), (('treatment', 'NN'), 646), (('data', 'NNS'), 638), (('clinical', 'JJ'), 634), (('disease', 'NN'), 625), (('italy', 'NN'), 592), (('cell', 'NN'), 581), (('properties', 'NNS'), 572), (('evidence', 'NN'), 552), (('tev', 'NN'), 540), (('effect', 'NN'), 533), (('results', 'NNS'), 529), (('measurement', 'NN'), 529), (('children', 'NNS'), 526), (('approach', 'NN'), 512)]
60012630;[('model', 1132), ('atlas', 1062), ('detector', 1047), ('italy', 944), ('study', 863), ('collision', 840), ('analysis', 786), ('measurement', 768), ('use', 765), ('tev', 757), ('search', 745), ('structure', 716), ('system', 668), ('effect', 590), ('new', 570), ('pp', 536), ('experiment', 516), ('√s', 516), ('production', 507), ('approach', 463), ('decay', 431), ('data', 430), ('central', 402), ('di', 386), ('cell', 375), ('xray', 359), ('la', 356), ('boson', 349), ('state', 348), ('dynamic', 345)];[(('detector', 'NN'), 997), (('atlas', 'NNS'), 824), (('collisions', 'NNS'), 755), (('analysis', 'NN'), 721), (('search', 'NN'), 670), (('study', 'NN'), 656), (('using', 'VBG'), 648), (('italy', 'NN'), 641), (('new', 'JJ'), 569), (('model', 'NN'), 551), (('production', 'NN'), 507), (('measurement', 'NN'), 429), (('data', 'NNS'), 420), (('approach', 'NN'), 402), (('central', 'JJ'), 402), (('√s', 'VBP'), 375), (('tev', 'JJ'), 369), (('effects', 'NNS'), 357), (('structure', 'NN'), 348), (('system', 'NN'), 343), (('italian', 'JJ'), 332), (('systems', 'NNS'), 325), (('properties', 'NNS'), 313), (('case', 'NN'), 303), (('energy', 'NN'), 300), (('evidence', 'NN'), 290), (('di', 'NN'), 286), (('pp', 'NN'), 286), (('based', 'VBN'), 276), (('evolution', 'NN'), 265)]
60013494;[('study', 680), ('complex', 579), ('model', 573), ('analysis', 526), ('synthesis', 476), ('italy', 444), ('di', 425), ('structure', 410), ('use', 400), ('venice', 363), ('effect', 363), ('system', 347), ('water', 339), ('new', 335), ('case', 332), ('lagoon', 300), ('approach', 294), ('reaction', 279), ('catalyst', 274), ('la', 269), ('acid', 261), ('change', 252), ('de', 247), ('italian', 247), ('characterization', 237), ('assessment', 236), ('environment', 214), ('risk', 213), ('network', 210), ('ligand', 205)];[(('analysis', 'NN'), 498), (('study', 'NN'), 496), (('complexes', 'NNS'), 490), (('synthesis', 'NN'), 428), (('new', 'JJ'), 335), (('di', 'NN'), 331), (('case', 'NN'), 317), (('italy', 'NN'), 309), (('model', 'NN'), 276), (('using', 'VBG'), 270), (('venice', 'NN'), 254), (('approach', 'NN'), 241), (('italian', 'JJ'), 240), (('characterization', 'NN'), 237), (('structure', 'NN'), 235), (('water', 'NN'), 226), (('lagoon', 'NN'), 208), (('system', 'NN'), 189), (('role', 'NN'), 189), (('sea', 'NN'), 186), (('preparation', 'NN'), 186), (('effects', 'NNS'), 185), (('properties', 'NNS'), 184), (('risk', 'NN'), 183), (('catalysts', 'NNS'), 180), (('effect', 'NN'), 178), (('evidence', 'NN'), 176), (('assessment', 'NN'), 160), (('systems', 'NNS'), 158), (('data', 'NNS'), 156)]
60014096;[('italy', 462), ('study', 443), ('effect', 411), ('use', 322), ('analysis', 291), ('italian', 288), ('patient', 280), ('cell', 226), ('case', 210), ('forest', 204), ('model', 201), ('new', 198), ('system', 198), ('activity', 194), ('di', 179), ('treatment', 162), ('quality', 158), ('olive', 157), ('approach', 156), ('role', 156), ('assessment', 155), ('southern', 151), ('different', 149), ('mediterranean', 148), ('method', 143), ('oil', 142), ('response', 135), ('structure', 134), ('evaluation', 133), ('acid', 133)];[(('study', 'NN'), 382), (('italy', 'NN'), 309), (('italian', 'JJ'), 284), (('analysis', 'NN'), 268), (('patients', 'NNS'), 251), (('effects', 'NNS'), 206), (('effect', 'NN'), 205), (('new', 'JJ'), 198), (('case', 'NN'), 193), (('using', 'VBG'), 187), (('activity', 'NN'), 173), (('role', 'NN'), 153), (('southern', 'JJ'), 150), (('different', 'JJ'), 145), (('treatment', 'NN'), 145), (('quality', 'NN'), 143), (('approach', 'NN'), 132), (('di', 'NN'), 131), (('evaluation', 'NN'), 125), (('olive', 'JJ'), 122), (('cancer', 'NN'), 119), (('species', 'NNS'), 115), (('system', 'NN'), 113), (('data', 'NNS'), 111), (('central', 'JJ'), 111), (('forest', 'JJS'), 111), (('human', 'JJ'), 111), (('cells', 'NNS'), 111), (('growth', 'NN'), 110), (('oil', 'NN'), 107)]
60015197;[('study', 3894), ('patient', 3306), ('di', 2805), ('cell', 2717), ('effect', 2508), ('model', 1986), ('collision', 1925), ('analysis', 1899), ('human', 1677), ('use', 1674), ('tev', 1670), ('treatment', 1591), ('disease', 1526), ('clinic', 1426), ('system', 1424), ('case', 1397), ('new', 1396), ('measurement', 1335), ('structure', 1279), ('search', 1221), ('syndrome', 1194), ('italy', 1193), ('italian', 1120), ('production', 1108), ('detector', 1082), ('atlas', 1079), ('pp', 1076), ('activity', 1006), ('evaluation', 978), ('approach', 934)];[(('study', 'NN'), 3132), (('patients', 'NNS'), 2996), (('di', 'NN'), 2195), (('collisions', 'NNS'), 1835), (('analysis', 'NN'), 1784), (('treatment', 'NN'), 1514), (('human', 'JJ'), 1502), (('clinical', 'JJ'), 1399), (('new', 'JJ'), 1392), (('effects', 'NNS'), 1351), (('cells', 'NNS'), 1347), (('effect', 'NN'), 1157), (('search', 'NN'), 1123), (('using', 'VBG'), 1115), (('production', 'NN'), 1107), (('italian', 'JJ'), 1102), (('case', 'NN'), 1079), (('disease', 'NN'), 1056), (('model', 'NN'), 1040), (('cell', 'NN'), 1020), (('detector', 'NN'), 991), (('evaluation', 'NN'), 919), (('della', 'NN'), 878), (('activity', 'NN'), 873), (('system', 'NN'), 855), (('atlas', 'NNS'), 833), (('approach', 'NN'), 808), (('tev', 'NN'), 798), (('properties', 'NNS'), 786), (('measurement', 'NN'), 770)]
60015300;[('patient', 2670), ('study', 2182), ('cell', 1417), ('analysis', 1039), ('effect', 1035), ('treatment', 968), ('disease', 962), ('cancer', 869), ('heart', 835), ('clinic', 828), ('model', 811), ('italian', 773), ('human', 727), ('di', 703), ('case', 670), ('system', 629), ('use', 612), ('failure', 611), ('syndrome', 557), ('factor', 554), ('italy', 533), ('outcome', 512), ('therapy', 504), ('risk', 496), ('acute', 496), ('result', 484), ('role', 479), ('new', 478), ('carcinoma', 466), ('growth', 455)];[(('patients', 'NNS'), 2423), (('study', 'NN'), 1957), (('analysis', 'NN'), 983), (('treatment', 'NN'), 930), (('cancer', 'NN'), 816), (('clinical', 'JJ'), 811), (('italian', 'JJ'), 768), (('human', 'JJ'), 648), (('heart', 'NN'), 645), (('cells', 'NNS'), 636), (('cell', 'NN'), 617), (('disease', 'NN'), 608), (('failure', 'NN'), 600), (('effects', 'NNS'), 593), (('case', 'NN'), 538), (('di', 'NN'), 504), (('new', 'JJ'), 478), (('role', 'NN'), 467), (('therapy', 'NN'), 466), (('results', 'NNS'), 457), (('growth', 'NN'), 454), (('effect', 'NN'), 442), (('risk', 'NN'), 433), (('model', 'NN'), 424), (('evaluation', 'NN'), 420), (('carcinoma', 'NN'), 401), (('system', 'NN'), 385), (('management', 'NN'), 378), (('chronic', 'JJ'), 363), (('approach', 'NN'), 361)]
60015466;[('city', 140), ('analysis', 131), ('model', 117), ('di', 113), ('italy', 103), ('build', 92), ('la', 75), ('structure', 74), ('study', 72), ('case', 66), ('masonry', 63), ('space', 63), ('use', 59), ('energy', 58), ('venice', 58), ('design', 55), ('approach', 53), ('plan', 52), ('system', 52), ('assessment', 46), ('del', 46), ('new', 44), ('italian', 44), ('de', 40), ('il', 40), ('marble', 40), ('experiment', 37), ('performance', 36), ('dynamic', 36), ('seismic', 36)];[(('analysis', 'NN'), 117), (('di', 'NN'), 95), (('urban', 'JJ'), 91), (('italy', 'NN'), 78), (('case', 'NN'), 64), (('masonry', 'NN'), 60), (('energy', 'NN'), 58), (('study', 'NN'), 57), (('model', 'NN'), 53), (('buildings', 'NNS'), 47), (('venice', 'NN'), 47), (('design', 'NN'), 45), (('new', 'JJ'), 44), (('italian', 'JJ'), 44), (('approach', 'NN'), 42), (('city', 'NN'), 38), (('spatial', 'JJ'), 37), (('seismic', 'JJ'), 35), (('structural', 'JJ'), 33), (('experimental', 'JJ'), 32), (('assessment', 'NN'), 32), (('del', 'NN'), 32), (('il', 'NN'), 31), (('social', 'JJ'), 31), (('performance', 'NN'), 31), (('la', 'NN'), 30), (('system', 'NN'), 29), (('heritage', 'NN'), 28), (('using', 'VBG'), 28), (('la', 'FW'), 28)]
60015986;[('model', 1429), ('study', 1296), ('collision', 1122), ('effect', 1085), ('analysis', 1049), ('tev', 984), ('use', 972), ('system', 910), ('search', 885), ('structure', 806), ('measurement', 712), ('approach', 681), ('property', 664), ('dynamic', 641), ('production', 613), ('pp', 605), ('process', 588), ('network', 587), ('detector', 572), ('space', 569), ('state', 563), ('experiment', 547), ('method', 533), ('data', 532), ('base', 532), ('√s', 525), ('image', 518), ('new', 515), ('boson', 473), ('application', 471)];[(('collisions', 'NNS'), 1077), (('analysis', 'NN'), 977), (('study', 'NN'), 967), (('search', 'NN'), 808), (('using', 'VBG'), 786), (('model', 'NN'), 719), (('properties', 'NNS'), 637), (('production', 'NN'), 613), (('approach', 'NN'), 586), (('effects', 'NNS'), 564), (('systems', 'NNS'), 526), (('effect', 'NN'), 521), (('data', 'NNS'), 516), (('new', 'JJ'), 514), (('based', 'VBN'), 491), (('tev', 'NN'), 487), (('detector', 'NN'), 457), (('√s', 'VBP'), 444), (('dynamics', 'NNS'), 435), (('energy', 'NN'), 406), (('role', 'NN'), 392), (('system', 'NN'), 384), (('measurement', 'NN'), 379), (('social', 'JJ'), 377), (('atlas', 'NNS'), 370), (('case', 'NN'), 367), (('characterization', 'NN'), 352), (('structure', 'NN'), 336), (('evidence', 'NN'), 332), (('human', 'JJ'), 330)]
60016269;[('language', 15), ('di', 12), ('italian', 12), ('del', 9), ('da', 8), ('le', 8), ('la', 7), ('greek', 7), ('della', 6), ('il', 6), ('note', 6), ('per', 5), ('de', 5), ('write', 4), ('italiano', 4), ('siena', 4), ('nel', 4), ('translation', 4), ('figure', 4), ('du', 3), ('identity', 3), ('century', 3), ('education', 3), ('teach', 3), ('un', 3), ('alla', 3), ('word', 3), ('practice', 3), ('analysis', 3), ('“', 3)];[(('italian', 'JJ'), 12), (('language', 'NN'), 12), (('di', 'NN'), 9), (('del', 'NN'), 7), (('della', 'NN'), 6), (('il', 'NN'), 6), (('greek', 'JJ'), 6), (('per', 'IN'), 5), (('de', 'FW'), 5), (('notes', 'NNS'), 4), (('da', 'NN'), 3), (('du', 'NN'), 3), (('les', 'VBZ'), 3), (('siena', 'NN'), 3), (('century', 'NN'), 3), (('education', 'NN'), 3), (('la', 'NN'), 3), (('un', 'JJ'), 3), (('alla', 'NN'), 3), (('le', 'NN'), 3), (('analysis', 'NN'), 3), (('italiano', 'NN'), 3), (('rime', 'NN'), 3), (('ms', 'NN'), 3), (('figures', 'NNS'), 3), (('sul', 'NN'), 3), (('subject', 'JJ'), 3), (('natives', 'NNS'), 3), (('semantic', 'JJ'), 2), (('diachrony', 'NN'), 2)]
60016374;[('italian', 105), ('policy', 104), ('model', 102), ('market', 101), ('effect', 97), ('european', 97), ('case', 87), ('role', 85), ('economy', 81), ('social', 80), ('finance', 79), ('analysis', 78), ('italy', 75), ('evidence', 68), ('approach', 66), ('innovation', 65), ('study', 65), ('strategy', 62), ('network', 61), ('eu', 61), ('performance', 59), ('new', 58), ('impact', 58), ('organization', 57), ('la', 56), ('money', 55), ('europe', 55), ('system', 54), ('experiment', 54), ('firm', 52)];[(('italian', 'JJ'), 103), (('european', 'JJ'), 96), (('case', 'NN'), 85), (('policy', 'NN'), 83), (('role', 'NN'), 80), (('social', 'JJ'), 79), (('analysis', 'NN'), 74), (('evidence', 'NN'), 67), (('effects', 'NNS'), 63), (('approach', 'NN'), 61), (('innovation', 'NN'), 58), (('new', 'JJ'), 58), (('market', 'NN'), 55), (('performance', 'NN'), 54), (('model', 'NN'), 52), (('economic', 'JJ'), 51), (('growth', 'NN'), 50), (('study', 'NN'), 50), (('global', 'JJ'), 48), (('international', 'JJ'), 47), (('financial', 'JJ'), 47), (('public', 'JJ'), 47), (('monetary', 'JJ'), 44), (('italy', 'NN'), 43), (('risk', 'NN'), 43), (('development', 'NN'), 42), (('value', 'NN'), 38), (('europe', 'NN'), 37), (('research', 'NN'), 37), (('models', 'NNS'), 37)]
60017293;[('study', 7075), ('effect', 5399), ('patient', 5087), ('cell', 4502), ('analysis', 4334), ('di', 4157), ('model', 4137), ('system', 3260), ('use', 3195), ('italy', 3102), ('structure', 2989), ('new', 2966), ('disease', 2901), ('cancer', 2792), ('case', 2772), ('treatment', 2562), ('human', 2344), ('activity', 2318), ('approach', 2205), ('measurement', 2062), ('clinic', 2037), ('italian', 1974), ('experiment', 1967), ('protein', 1949), ('acid', 1833), ('control', 1818), ('evaluation', 1764), ('collision', 1758), ('property', 1742), ('role', 1727)];[(('study', 'NN'), 5756), (('patients', 'NNS'), 4606), (('analysis', 'NN'), 4065), (('di', 'NN'), 3184), (('new', 'JJ'), 2964), (('effects', 'NNS'), 2955), (('cancer', 'NN'), 2465), (('treatment', 'NN'), 2449), (('effect', 'NN'), 2444), (('case', 'NN'), 2263), (('cells', 'NNS'), 2186), (('model', 'NN'), 2148), (('human', 'JJ'), 2147), (('using', 'VBG'), 2119), (('disease', 'NN'), 2094), (('italy', 'NN'), 2069), (('activity', 'NN'), 2031), (('clinical', 'JJ'), 1971), (('italian', 'JJ'), 1950), (('approach', 'NN'), 1910), (('system', 'NN'), 1806), (('cell', 'NN'), 1701), (('properties', 'NNS'), 1690), (('role', 'NN'), 1674), (('evaluation', 'NN'), 1670), (('collisions', 'NNS'), 1670), (('characterization', 'NN'), 1640), (('production', 'NN'), 1614), (('search', 'NN'), 1517), (('data', 'NNS'), 1486)]
60017697;[('study', 3327), ('patient', 2641), ('effect', 2423), ('di', 2160), ('analysis', 1862), ('cell', 1764), ('model', 1576), ('system', 1499), ('italy', 1466), ('case', 1359), ('use', 1274), ('cancer', 1267), ('treatment', 1256), ('sicily', 1245), ('new', 1233), ('disease', 1231), ('structure', 1058), ('activity', 965), ('water', 962), ('italian', 944), ('approach', 893), ('mediterranean', 871), ('role', 869), ('clinic', 861), ('human', 816), ('evaluation', 786), ('del', 778), ('della', 754), ('property', 753), ('characterization', 726)];[(('study', 'NN'), 2696), (('patients', 'NNS'), 2402), (('analysis', 'NN'), 1744), (('di', 'NN'), 1681), (('effects', 'NNS'), 1408), (('new', 'JJ'), 1233), (('sicily', 'RB'), 1185), (('treatment', 'NN'), 1183), (('case', 'NN'), 1172), (('cancer', 'NN'), 1092), (('effect', 'NN'), 1015), (('cells', 'NNS'), 930), (('italian', 'JJ'), 929), (('disease', 'NN'), 869), (('activity', 'NN'), 858), (('role', 'NN'), 850), (('clinical', 'JJ'), 841), (('italy', 'NN'), 808), (('model', 'NN'), 800), (('system', 'NN'), 799), (('approach', 'NN'), 779), (('human', 'JJ'), 757), (('using', 'VBG'), 751), (('evaluation', 'NN'), 747), (('della', 'NN'), 741), (('properties', 'NNS'), 707), (('characterization', 'NN'), 703), (('systems', 'NNS'), 700), (('cell', 'NN'), 629), (('different', 'JJ'), 597)]
60018048;[('effect', 237), ('study', 159), ('physical', 153), ('train', 150), ('muscle', 144), ('exercise', 139), ('activity', 131), ('athlete', 125), ('performance', 120), ('sport', 102), ('human', 96), ('player', 93), ('cell', 91), ('italian', 89), ('analysis', 82), ('soccer', 81), ('use', 80), ('control', 76), ('response', 75), ('elite', 71), ('young', 71), ('patient', 70), ('motor', 66), ('different', 66), ('role', 63), ('old', 60), ('body', 59), ('male', 53), ('development', 53), ('change', 49)];[(('effects', 'NNS'), 154), (('study', 'NN'), 150), (('physical', 'JJ'), 148), (('exercise', 'NN'), 119), (('activity', 'NN'), 114), (('performance', 'NN'), 111), (('athletes', 'NNS'), 104), (('muscle', 'NN'), 92), (('italian', 'JJ'), 89), (('training', 'NN'), 89), (('players', 'NNS'), 87), (('effect', 'NN'), 83), (('human', 'JJ'), 82), (('soccer', 'NN'), 78), (('analysis', 'NN'), 77), (('patients', 'NNS'), 69), (('young', 'JJ'), 69), (('different', 'JJ'), 64), (('role', 'NN'), 63), (('motor', 'NN'), 61), (('cells', 'NNS'), 59), (('body', 'NN'), 57), (('sport', 'NN'), 53), (('older', 'JJR'), 52), (('using', 'VBG'), 52), (('training', 'VBG'), 49), (('health', 'NN'), 47), (('response', 'NN'), 45), (('healthy', 'JJ'), 45), (('evaluation', 'NN'), 43)]
60018363;[('study', 2365), ('effect', 1424), ('measurement', 1362), ('collision', 1339), ('structure', 1332), ('model', 1265), ('di', 1237), ('analysis', 1222), ('search', 1210), ('patient', 1162), ('use', 1119), ('cell', 1106), ('decay', 1095), ('system', 1028), ('new', 982), ('tev', 912), ('complex', 899), ('production', 889), ('italy', 798), ('activity', 737), ('case', 726), ('synthesis', 702), ('property', 685), ('molecule', 670), ('human', 625), ('cancer', 597), ('disease', 580), ('state', 580), ('result', 574), ('approach', 568)];[(('study', 'NN'), 1875), (('collisions', 'NNS'), 1321), (('analysis', 'NN'), 1129), (('search', 'NN'), 1103), (('patients', 'NNS'), 1041), (('new', 'JJ'), 979), (('di', 'NN'), 959), (('production', 'NN'), 889), (('effects', 'NNS'), 851), (('using', 'VBG'), 833), (('measurement', 'NN'), 829), (('structure', 'NN'), 738), (('activity', 'NN'), 670), (('properties', 'NNS'), 661), (('model', 'NN'), 619), (('synthesis', 'NN'), 598), (('case', 'NN'), 588), (('tev', 'NN'), 579), (('effect', 'NN'), 573), (('human', 'JJ'), 571), (('results', 'NNS'), 546), (('complexes', 'NNS'), 544), (('cells', 'NNS'), 544), (('italian', 'JJ'), 539), (('italy', 'NN'), 533), (('systems', 'NNS'), 530), (('characterization', 'NN'), 530), (('treatment', 'NN'), 520), (('√s', 'VBP'), 504), (('system', 'NN'), 498)]
60018783;[('study', 1807), ('model', 1355), ('system', 1158), ('patient', 1104), ('effect', 1077), ('cell', 1071), ('analysis', 1025), ('use', 769), ('structure', 701), ('treatment', 661), ('new', 640), ('human', 620), ('di', 609), ('cancer', 570), ('case', 568), ('italy', 560), ('italian', 530), ('disease', 524), ('clinic', 486), ('approach', 482), ('dynamic', 465), ('experiment', 441), ('method', 421), ('property', 402), ('control', 400), ('evaluation', 386), ('activity', 380), ('role', 379), ('solution', 366), ('process', 362)];[(('study', 'NN'), 1512), (('patients', 'NNS'), 1021), (('analysis', 'NN'), 970), (('systems', 'NNS'), 700), (('model', 'NN'), 692), (('new', 'JJ'), 639), (('treatment', 'NN'), 614), (('effects', 'NNS'), 609), (('cells', 'NNS'), 576), (('human', 'JJ'), 570), (('using', 'VBG'), 542), (('cancer', 'NN'), 532), (('italian', 'JJ'), 526), (('case', 'NN'), 505), (('clinical', 'JJ'), 475), (('di', 'NN'), 472), (('effect', 'NN'), 468), (('system', 'NN'), 458), (('approach', 'NN'), 432), (('properties', 'NNS'), 387), (('cell', 'NN'), 372), (('evaluation', 'NN'), 364), (('role', 'NN'), 362), (('results', 'NNS'), 345), (('activity', 'NN'), 344), (('italy', 'NN'), 341), (('disease', 'NN'), 337), (('data', 'NNS'), 318), (('structure', 'NN'), 315), (('characterization', 'NN'), 311)]
